# Time Series: Chi-Chi, Taiwan 1999 - TCU068-090
# Time (s),Acceleration (g's)
16.435,-0.0338472
16.44,-0.034253
16.445,-0.0350706
16.45,-0.0358968
16.455,-0.0367368
16.46,-0.0383883
16.465,-0.0406357
16.47,-0.0412293
16.475,-0.0382592
16.48,-0.0338857
16.485,-0.0335656
16.49,-0.0390905
16.495,-0.045356
16.5,-0.0475854
16.505,-0.0475127
16.51,-0.0487349
16.515,-0.0507848
16.52,-0.0514623
16.525,-0.0509935
16.53,-0.0509016
16.535,-0.0515743
16.54,-0.052567
16.545,-0.053842
16.55,-0.0556622
16.555,-0.0577094
16.56,-0.0593647
16.565,-0.0608436
16.57,-0.0626602
16.575,-0.0645082
16.58,-0.065765
16.585,-0.0666117
16.59,-0.0681007
16.595,-0.0709205
16.6,-0.0743351
16.605,-0.076867
16.61,-0.0782387
16.615,-0.0798383
16.62,-0.0825295
16.625,-0.0853846
16.63,-0.0875587
16.635,-0.0897117
16.64,-0.0926307
16.645,-0.0959964
16.65,-0.0991831
16.655,-0.101979
16.66,-0.104693
16.665,-0.107705
16.67,-0.111046
16.675,-0.114293
16.68,-0.116896
16.685,-0.118963
16.69,-0.121055
16.695,-0.123253
16.7,-0.125295
16.705,-0.127114
16.71,-0.128788
16.715,-0.130209
16.72,-0.131093
16.725,-0.131727
16.73,-0.132675
16.735,-0.134186
16.74,-0.136507
16.745,-0.139389
16.75,-0.141472
16.755,-0.141467
16.76,-0.140125
16.765,-0.139434
16.77,-0.139784
16.775,-0.140028
16.78,-0.139704
16.785,-0.139489
16.79,-0.139674
16.795,-0.139884
16.8,-0.140115
16.805,-0.140641
16.81,-0.141213
16.815,-0.14143
16.82,-0.141354
16.825,-0.141173
16.83,-0.140796
16.835,-0.14006
16.84,-0.138834
16.845,-0.137043
16.85,-0.135088
16.855,-0.134024
16.86,-0.134114
16.865,-0.134356
16.87,-0.133363
16.875,-0.130761
16.88,-0.127375
16.885,-0.124451
16.89,-0.123201
16.895,-0.123639
16.9,-0.123526
16.905,-0.120172
16.91,-0.114595
16.915,-0.111343
16.92,-0.11193
16.925,-0.112273
16.93,-0.109227
16.935,-0.104833
16.94,-0.101733
16.945,-0.0992524
16.95,-0.0958702
16.955,-0.0920735
16.96,-0.0889273
16.965,-0.086343
16.97,-0.0837126
16.975,-0.0807709
16.98,-0.0772364
16.985,-0.0727212
16.99,-0.0680101
16.995,-0.0648633
17.0,-0.0634165
17.005,-0.0619012
17.01,-0.0593126
17.015,-0.056144
17.02,-0.0527422
17.025,-0.0490204
17.03,-0.0451048
17.035,-0.0410624
17.04,-0.037011
17.045,-0.033547
17.05,-0.0310782
17.055,-0.0291515
17.06,-0.0271207
17.065,-0.0249405
17.07,-0.0227827
17.075,-0.0199701
17.08,-0.0158507
17.085,-0.0114107
17.09,-0.00818865
17.095,-0.0060605
17.1,-0.00375367
17.105,-0.00113163
17.11,6.50583E-4
17.115,0.0015935
17.12,0.00328178
17.125,0.0064325
17.13,0.00998532
17.135,0.0128031
17.14,0.0150027
17.145,0.0173282
17.15,0.019999
17.155,0.022848
17.16,0.0257369
17.165,0.0282226
17.17,0.0299738
17.175,0.0314951
17.18,0.033389
17.185,0.0356462
17.19,0.0382227
17.195,0.0411283
17.2,0.0441537
17.205,0.0475791
17.21,0.0522377
17.215,0.0574525
17.22,0.0607687
17.225,0.061275
17.23,0.0612316
17.235,0.0628991
17.24,0.0662717
17.245,0.0699023
17.25,0.0725359
17.255,0.0740362
17.26,0.0753931
17.265,0.0778865
17.27,0.0813775
17.275,0.0843262
17.28,0.0857542
17.285,0.0862309
17.29,0.0870954
17.295,0.0888876
17.3,0.0905535
17.305,0.0909629
17.31,0.0905912
17.315,0.0909367
17.32,0.0927821
17.325,0.0954353
17.33,0.097691
17.335,0.0989972
17.34,0.0997128
17.345,0.100441
17.35,0.100972
17.355,0.100626
17.36,0.0996574
17.365,0.099356
17.37,0.100709
17.375,0.102986
17.38,0.104041
17.385,0.102926
17.39,0.101119
17.395,0.100459
17.4,0.100732
17.405,0.10026
17.41,0.0986115
17.415,0.0973612
17.42,0.0976446
17.425,0.0984681
17.43,0.0983474
17.435,0.0974051
17.44,0.0964494
17.445,0.0954056
17.45,0.0937899
17.455,0.0917961
17.46,0.090026
17.465,0.0886124
17.47,0.0870307
17.475,0.0846515
17.48,0.0815043
17.485,0.0784752
17.49,0.0763444
17.495,0.0747164
17.5,0.0725213
17.505,0.0693137
17.51,0.0655586
17.515,0.0618758
17.52,0.0586249
17.525,0.0561412
17.53,0.054192
17.535,0.0516411
17.54,0.0480354
17.545,0.0447466
17.55,0.0431729
17.555,0.0428095
17.56,0.0424657
17.565,0.042091
17.57,0.04181
17.575,0.0409228
17.58,0.0395741
17.585,0.0393427
17.59,0.0406483
17.595,0.0421399
17.6,0.043038
17.605,0.0440198
17.61,0.0458032
17.615,0.0480984
17.62,0.0504075
17.625,0.0524293
17.63,0.0540366
17.635,0.0557149
17.64,0.0581436
17.645,0.0612782
17.65,0.0645696
17.655,0.0677841
17.66,0.0713526
17.665,0.0756278
17.67,0.0797903
17.675,0.0830671
17.68,0.0862397
17.685,0.0905911
17.69,0.0958017
17.695,0.100379
17.7,0.103701
17.705,0.106592
17.71,0.110019
17.715,0.113883
17.72,0.117754
17.725,0.121843
17.73,0.12644
17.735,0.130857
17.74,0.134273
17.745,0.13684
17.75,0.139051
17.755,0.141727
17.76,0.145811
17.765,0.150622
17.77,0.153836
17.775,0.154875
17.78,0.156445
17.785,0.160242
17.79,0.1643
17.795,0.166742
17.8,0.16868
17.805,0.171462
17.81,0.174321
17.815,0.176415
17.82,0.178614
17.825,0.182129
17.83,0.187013
17.835,0.192212
17.84,0.196066
17.845,0.197641
17.85,0.197723
17.855,0.19774
17.86,0.198128
17.865,0.198473
17.87,0.19845
17.875,0.197903
17.88,0.196477
17.885,0.194123
17.89,0.191177
17.895,0.187537
17.9,0.182936
17.905,0.177628
17.91,0.172211
17.915,0.166773
17.92,0.160916
17.925,0.154659
17.93,0.148514
17.935,0.142772
17.94,0.137275
17.945,0.131924
17.95,0.126786
17.955,0.121679
17.96,0.116245
17.965,0.110415
17.97,0.104329
17.975,0.0982788
17.98,0.0923922
17.985,0.0863899
17.99,0.0802901
17.995,0.0746711
18.0,0.0695697
18.005,0.0645004
18.01,0.0594231
18.015,0.0547767
18.02,0.0506175
18.025,0.0466026
18.03,0.0427164
18.035,0.0391434
18.04,0.0360034
18.045,0.0331428
18.05,0.0302384
18.055,0.0272089
18.06,0.0243117
18.065,0.0218842
18.07,0.0196574
18.075,0.0173384
18.08,0.0154019
18.085,0.0143103
18.09,0.0139365
18.095,0.0138361
18.1,0.0136946
18.105,0.0134865
18.11,0.013336
18.115,0.0133239
18.12,0.0134576
18.125,0.0135831
18.13,0.0135954
18.135,0.0137237
18.14,0.0141153
18.145,0.0145951
18.15,0.0150705
18.155,0.0156932
18.16,0.0164292
18.165,0.0169415
18.17,0.0169352
18.175,0.0166242
18.18,0.016699
18.185,0.0172605
18.19,0.0175134
18.195,0.0169875
18.2,0.0161819
18.205,0.0157949
18.21,0.0156972
18.215,0.0155824
18.22,0.015683
18.225,0.015662
18.23,0.0147695
18.235,0.0133185
18.24,0.0126336
18.245,0.0131006
18.25,0.0135121
18.255,0.0131705
18.26,0.012895
18.265,0.0135174
18.27,0.014535
18.275,0.0150012
18.28,0.0148728
18.285,0.0145566
18.29,0.0140994
18.295,0.0134087
18.3,0.0126136
18.305,0.0118906
18.31,0.0111772
18.315,0.0102337
18.32,0.00900352
18.325,0.00741945
18.33,0.00550539
18.335,0.00353849
18.34,0.00172957
18.345,-2.29213E-4
18.35,-0.00273488
18.355,-0.00571252
18.36,-0.0086029
18.365,-0.011136
18.37,-0.0135813
18.375,-0.0160368
18.38,-0.0184085
18.385,-0.020878
18.39,-0.0234415
18.395,-0.0258643
18.4,-0.0281105
18.405,-0.0304747
18.41,-0.0327979
18.415,-0.0346671
18.42,-0.0359805
18.425,-0.0372128
18.43,-0.0386574
18.435,-0.0398637
18.44,-0.0404357
18.445,-0.0406603
18.45,-0.040945
18.455,-0.0411763
18.46,-0.0409937
18.465,-0.0403505
18.47,-0.0396343
18.475,-0.0389846
18.48,-0.0382526
18.485,-0.0374383
18.49,-0.0367235
18.495,-0.0360765
18.5,-0.0351877
18.505,-0.0338685
18.51,-0.032371
18.515,-0.0310326
18.52,-0.0296555
18.525,-0.0278711
18.53,-0.0258199
18.535,-0.0237438
18.54,-0.0215915
18.545,-0.019082
18.55,-0.0165584
18.555,-0.0145631
18.56,-0.0127098
18.565,-0.010185
18.57,-0.00683069
18.575,-0.0031979
18.58,8.18773E-5
18.585,0.00285196
18.59,0.00530299
18.595,0.00767607
18.6,0.0100969
18.605,0.0126072
18.61,0.0152018
18.615,0.0177046
18.62,0.0198392
18.625,0.0215202
18.63,0.0228372
18.635,0.0239583
18.64,0.0249994
18.645,0.0258368
18.65,0.0262899
18.655,0.0265179
18.66,0.0268574
18.665,0.0275693
18.67,0.0283554
18.675,0.0287759
18.68,0.0292022
18.685,0.0301606
18.69,0.0312674
18.695,0.0320139
18.7,0.0325418
18.705,0.0333709
18.71,0.0346533
18.715,0.0362307
18.72,0.0378982
18.725,0.0394435
18.73,0.0407937
18.735,0.0418719
18.74,0.0425113
18.745,0.0426684
18.75,0.0424493
18.755,0.0419974
18.76,0.041334
18.765,0.0404973
18.77,0.0396032
18.775,0.0389023
18.78,0.0387326
18.785,0.0391841
18.79,0.0398027
18.795,0.0400968
18.8,0.040102
18.805,0.0398193
18.81,0.0389899
18.815,0.0379002
18.82,0.0372794
18.825,0.037265
18.83,0.0371484
18.835,0.0365849
18.84,0.0361019
18.845,0.0359401
18.85,0.0357003
18.855,0.0349904
18.86,0.0340092
18.865,0.0332895
18.87,0.0328416
18.875,0.0323058
18.88,0.0313938
18.885,0.0296797
18.89,0.0270837
18.895,0.0242773
18.9,0.0223343
18.905,0.0216276
18.91,0.0214467
18.915,0.0208481
18.92,0.0192155
18.925,0.0164323
18.93,0.0126471
18.935,0.00838559
18.94,0.00476615
18.945,0.00235978
18.95,9.2713E-4
18.955,1.20803E-4
18.96,-3.37522E-4
18.965,-6.05024E-4
18.97,-8.17346E-4
18.975,-9.22083E-4
18.98,-7.45284E-4
18.985,-5.35067E-4
18.99,-7.45607E-4
18.995,-0.00132474
19.0,-0.00174143
19.005,-0.00194813
19.01,-0.00241798
19.015,-0.00367593
19.02,-0.00567366
19.025,-0.00761745
19.03,-0.00880943
19.035,-0.00953873
19.04,-0.0104505
19.045,-0.0117636
19.05,-0.0131962
19.055,-0.0145644
19.06,-0.0161685
19.065,-0.0183513
19.07,-0.0210473
19.075,-0.0237067
19.08,-0.0259653
19.085,-0.0280376
19.09,-0.0305347
19.095,-0.0336626
19.1,-0.0369469
19.105,-0.0401696
19.11,-0.0437008
19.115,-0.0476797
19.12,-0.0515989
19.125,-0.0553373
19.13,-0.0594487
19.135,-0.0640358
19.14,-0.0684118
19.145,-0.0722846
19.15,-0.0761007
19.155,-0.0802599
19.16,-0.0846157
19.165,-0.0887003
19.17,-0.0922085
19.175,-0.0951109
19.18,-0.09751
19.185,-0.0993943
19.19,-0.100683
19.195,-0.101675
19.2,-0.102908
19.205,-0.104503
19.21,-0.106049
19.215,-0.107053
19.22,-0.107502
19.225,-0.107788
19.23,-0.108345
19.235,-0.109264
19.24,-0.110427
19.245,-0.111781
19.25,-0.113401
19.255,-0.115188
19.26,-0.117042
19.265,-0.118816
19.27,-0.120392
19.275,-0.121684
19.28,-0.122754
19.285,-0.12387
19.29,-0.124998
19.295,-0.125822
19.3,-0.126291
19.305,-0.12666
19.31,-0.127234
19.315,-0.128086
19.32,-0.129137
19.325,-0.130352
19.33,-0.131694
19.335,-0.13311
19.34,-0.134485
19.345,-0.135738
19.35,-0.137141
19.355,-0.138983
19.36,-0.140989
19.365,-0.14272
19.37,-0.144218
19.375,-0.145788
19.38,-0.147408
19.385,-0.148837
19.39,-0.150114
19.395,-0.151512
19.4,-0.153063
19.405,-0.154739
19.41,-0.156483
19.415,-0.158136
19.42,-0.159706
19.425,-0.161368
19.43,-0.163141
19.435,-0.164911
19.44,-0.166748
19.445,-0.168461
19.45,-0.169809
19.455,-0.170653
19.46,-0.170746
19.465,-0.169748
19.47,-0.167812
19.475,-0.165447
19.48,-0.162886
19.485,-0.160445
19.49,-0.158559
19.495,-0.157655
19.5,-0.157582
19.505,-0.157783
19.51,-0.158214
19.515,-0.159157
19.52,-0.160337
19.525,-0.161389
19.53,-0.162685
19.535,-0.164556
19.54,-0.166533
19.545,-0.168182
19.55,-0.169562
19.555,-0.171086
19.56,-0.172917
19.565,-0.174939
19.57,-0.177354
19.575,-0.180001
19.58,-0.18221
19.585,-0.184011
19.59,-0.186282
19.595,-0.189423
19.6,-0.192743
19.605,-0.195652
19.61,-0.198605
19.615,-0.202022
19.62,-0.205515
19.625,-0.208463
19.63,-0.21061
19.635,-0.211983
19.64,-0.212771
19.645,-0.213009
19.65,-0.212287
19.655,-0.210655
19.66,-0.208731
19.665,-0.206155
19.67,-0.20186
19.675,-0.195827
19.68,-0.189018
19.685,-0.181966
19.69,-0.174389
19.695,-0.16631
19.7,-0.158894
19.705,-0.152956
19.71,-0.147616
19.715,-0.141675
19.72,-0.135247
19.725,-0.129042
19.73,-0.123027
19.735,-0.116938
19.74,-0.110615
19.745,-0.103853
19.75,-0.0964917
19.755,-0.0885953
19.76,-0.0803793
19.765,-0.071748
19.77,-0.0622042
19.775,-0.0514486
19.78,-0.0399259
19.785,-0.0283786
19.79,-0.0168548
19.795,-0.00529435
19.8,0.00569415
19.805,0.0155152
19.81,0.0243557
19.815,0.0326395
19.82,0.0397432
19.825,0.0448898
19.83,0.0483679
19.835,0.0509483
19.84,0.0530907
19.845,0.0547351
19.85,0.0558105
19.855,0.0565093
19.86,0.05683
19.865,0.0566195
19.87,0.0559026
19.875,0.0548696
19.88,0.0540388
19.885,0.0538111
19.89,0.0537193
19.895,0.0530361
19.9,0.0518352
19.905,0.0508036
19.91,0.0501453
19.915,0.0493062
19.92,0.0476989
19.925,0.0453638
19.93,0.0428805
19.935,0.0405029
19.94,0.0380396
19.945,0.0354969
19.95,0.0331391
19.955,0.0313457
19.96,0.0304976
19.965,0.0307428
19.97,0.0316324
19.975,0.0326233
19.98,0.0337319
19.985,0.0351061
19.99,0.0363905
19.995,0.0369477
20.0,0.0366447
20.005,0.0364948
20.01,0.0377937
20.015,0.0403994
20.02,0.0428075
20.025,0.043713
20.03,0.0432783
20.035,0.0430041
20.04,0.0442602
20.045,0.0466916
20.05,0.0483441
20.055,0.0480828
20.06,0.0470433
20.065,0.0466685
20.07,0.0467226
20.075,0.0467406
20.08,0.04732
20.085,0.0487546
20.09,0.0502252
20.095,0.0512047
20.1,0.0521449
20.105,0.0532325
20.11,0.05394
20.115,0.0542451
20.12,0.0546146
20.125,0.055106
20.13,0.0554004
20.135,0.0553546
20.14,0.0550322
20.145,0.054468
20.15,0.0536701
20.155,0.0527168
20.16,0.0515812
20.165,0.050078
20.17,0.0481684
20.175,0.0461457
20.18,0.0439983
20.185,0.0414014
20.19,0.0382672
20.195,0.0350153
20.2,0.032236
20.205,0.0302026
20.21,0.0283062
20.215,0.0258066
20.22,0.0227789
20.225,0.0197455
20.23,0.0172426
20.235,0.0158733
20.24,0.016056
20.245,0.0169746
20.25,0.0170772
20.255,0.0160566
20.26,0.0152738
20.265,0.0157745
20.27,0.0167718
20.275,0.0172897
20.28,0.0176762
20.285,0.01861
20.29,0.0197609
20.295,0.0202697
20.3,0.0199373
20.305,0.0194714
20.31,0.019355
20.315,0.0193847
20.32,0.0191173
20.325,0.0185219
20.33,0.0179939
20.335,0.0176903
20.34,0.0174982
20.345,0.0172866
20.35,0.0168842
20.355,0.0161079
20.36,0.0147697
20.365,0.0129003
20.37,0.0109603
20.375,0.0093566
20.38,0.00784594
20.385,0.00594627
20.39,0.00373131
20.395,0.00156574
20.4,-5.91588E-4
20.405,-0.00285865
20.41,-0.0052142
20.415,-0.00740837
20.42,-0.00956555
20.425,-0.0125683
20.43,-0.0165837
20.435,-0.02006
20.44,-0.0214312
20.445,-0.0212009
20.45,-0.021135
20.455,-0.0218477
20.46,-0.0224062
20.465,-0.0220606
20.47,-0.0210551
20.475,-0.0198847
20.48,-0.0187245
20.485,-0.0175293
20.49,-0.0164062
20.495,-0.0152559
20.5,-0.0138843
20.505,-0.0125433
20.51,-0.0117768
20.515,-0.0118214
20.52,-0.012009
20.525,-0.0112064
20.53,-0.00950731
20.535,-0.00839686
20.54,-0.00844119
20.545,-0.00852304
20.55,-0.00771265
20.555,-0.00630061
20.56,-0.00510008
20.565,-0.0044249
20.57,-0.00390779
20.575,-0.00298232
20.58,-0.00152617
20.585,2.86872E-4
20.59,0.0023882
20.595,0.00473546
20.6,0.00699702
20.605,0.00892188
20.61,0.0108404
20.615,0.0129233
20.62,0.0147799
20.625,0.0160547
20.63,0.0169459
20.635,0.0179814
20.64,0.0196103
20.645,0.0216848
20.65,0.023274
20.655,0.0234464
20.66,0.0224524
20.665,0.0221045
20.67,0.024219
20.675,0.0285961
20.68,0.0322945
20.685,0.0321729
20.69,0.0293921
20.695,0.0282722
20.7,0.0301779
20.705,0.0321228
20.71,0.0318894
20.715,0.0311596
20.72,0.0317511
20.725,0.0327533
20.73,0.0330019
20.735,0.0330735
20.74,0.033402
20.745,0.0330143
20.75,0.031617
20.755,0.030311
20.76,0.0294959
20.765,0.0278518
20.77,0.0245581
20.775,0.0209741
20.78,0.0186146
20.785,0.0165825
20.79,0.0131606
20.795,0.00844469
20.8,0.00370718
20.805,-6.01985E-4
20.81,-0.00501683
20.815,-0.00973248
20.82,-0.01435
20.825,-0.0187678
20.83,-0.0233317
20.835,-0.027996
20.84,-0.0320737
20.845,-0.0353336
20.85,-0.0387298
20.855,-0.0431888
20.86,-0.0482161
20.865,-0.0524589
20.87,-0.0554431
20.875,-0.0582365
20.88,-0.0622063
20.885,-0.0671746
20.89,-0.0716659
20.895,-0.0749997
20.9,-0.0776966
20.905,-0.080338
20.91,-0.0829591
20.915,-0.085185
20.92,-0.0869639
20.925,-0.0884095
20.93,-0.0896382
20.935,-0.0908948
20.94,-0.0923171
20.945,-0.0936738
20.95,-0.0946356
20.955,-0.0949466
20.96,-0.0945251
20.965,-0.0933728
20.97,-0.0914171
20.975,-0.0884378
20.98,-0.0844085
20.985,-0.0797057
20.99,-0.0748891
20.995,-0.0704041
21.0,-0.0664487
21.005,-0.0630427
21.01,-0.0601783
21.015,-0.0575845
21.02,-0.0549585
21.025,-0.0526323
21.03,-0.0512387
21.035,-0.0506227
21.04,-0.0497556
21.045,-0.0483148
21.05,-0.0476372
21.055,-0.0481272
21.06,-0.0475852
21.065,-0.0448546
21.07,-0.0430488
21.075,-0.0450882
21.08,-0.0485373
21.085,-0.0494685
21.09,-0.0484873
21.095,-0.0487718
21.1,-0.050682
21.105,-0.0520067
21.11,-0.0522108
21.115,-0.0527597
21.12,-0.0543301
21.125,-0.0560222
21.13,-0.0568099
21.135,-0.05701
21.14,-0.0577875
21.145,-0.0594041
21.15,-0.0610322
21.155,-0.0624281
21.16,-0.0640731
21.165,-0.0660331
21.17,-0.0680267
21.175,-0.070083
21.18,-0.0725749
21.185,-0.0754896
21.19,-0.0782976
21.195,-0.0810151
21.2,-0.0844896
21.205,-0.0889274
21.21,-0.0931642
21.215,-0.096289
21.22,-0.0990081
21.225,-0.102171
21.23,-0.10533
21.235,-0.107699
21.24,-0.109739
21.245,-0.112463
21.25,-0.11587
21.255,-0.11894
21.26,-0.121151
21.265,-0.122932
21.27,-0.124989
21.275,-0.127502
21.28,-0.130092
21.285,-0.132457
21.29,-0.134595
21.295,-0.1368
21.3,-0.139357
21.305,-0.142149
21.31,-0.145075
21.315,-0.148091
21.32,-0.150762
21.325,-0.152787
21.33,-0.154851
21.335,-0.157949
21.34,-0.161804
21.345,-0.165003
21.35,-0.167011
21.355,-0.168743
21.36,-0.170954
21.365,-0.173229
21.37,-0.174879
21.375,-0.175868
21.38,-0.176616
21.385,-0.177279
21.39,-0.177571
21.395,-0.177177
21.4,-0.176367
21.405,-0.175697
21.41,-0.17556
21.415,-0.175817
21.42,-0.175672
21.425,-0.174425
21.43,-0.172437
21.435,-0.170907
21.44,-0.170355
21.445,-0.170148
21.45,-0.169551
21.455,-0.168531
21.46,-0.167307
21.465,-0.166079
21.47,-0.16509
21.475,-0.164304
21.48,-0.163211
21.485,-0.16172
21.49,-0.160478
21.495,-0.159953
21.5,-0.159583
21.505,-0.158605
21.51,-0.157244
21.515,-0.156342
21.52,-0.156212
21.525,-0.156201
21.53,-0.1557
21.535,-0.154916
21.54,-0.154464
21.545,-0.154585
21.55,-0.154687
21.555,-0.154101
21.56,-0.153053
21.565,-0.152353
21.57,-0.152241
21.575,-0.152177
21.58,-0.15194
21.585,-0.15184
21.59,-0.151908
21.595,-0.151809
21.6,-0.151566
21.605,-0.151508
21.61,-0.151656
21.615,-0.151897
21.62,-0.152063
21.625,-0.152053
21.63,-0.152035
21.635,-0.152147
21.64,-0.152021
21.645,-0.151066
21.65,-0.149501
21.655,-0.148264
21.66,-0.147822
21.665,-0.147513
21.67,-0.146912
21.675,-0.146317
21.68,-0.14562
21.685,-0.144494
21.69,-0.143217
21.695,-0.142111
21.7,-0.140902
21.705,-0.139254
21.71,-0.13747
21.715,-0.136045
21.72,-0.134722
21.725,-0.132749
21.73,-0.130151
21.735,-0.127613
21.74,-0.125508
21.745,-0.123558
21.75,-0.121686
21.755,-0.120165
21.76,-0.118783
21.765,-0.117143
21.77,-0.115436
21.775,-0.113978
21.78,-0.112609
21.785,-0.110961
21.79,-0.108956
21.795,-0.106653
21.8,-0.104187
21.805,-0.101972
21.81,-0.100183
21.815,-0.0984524
21.82,-0.0962176
21.825,-0.0933649
21.83,-0.0904933
21.835,-0.0882495
21.84,-0.0863348
21.845,-0.0841455
21.85,-0.0819308
21.855,-0.080382
21.86,-0.0795162
21.865,-0.0788305
21.87,-0.0782165
21.875,-0.0780909
21.88,-0.0786311
21.885,-0.0796901
21.89,-0.0813653
21.895,-0.0840149
21.9,-0.0879263
21.905,-0.0928733
21.91,-0.0984084
21.915,-0.104348
21.92,-0.110604
21.925,-0.117171
21.93,-0.124001
21.935,-0.130568
21.94,-0.136213
21.945,-0.140746
21.95,-0.144643
21.955,-0.148488
21.96,-0.152342
21.965,-0.156004
21.97,-0.159534
21.975,-0.162898
21.98,-0.165763
21.985,-0.167923
21.99,-0.169434
21.995,-0.17015
22.0,-0.169938
22.005,-0.169312
22.01,-0.168873
22.015,-0.168418
22.02,-0.167375
22.025,-0.165723
22.03,-0.163746
22.035,-0.161177
22.04,-0.157928
22.045,-0.154693
22.05,-0.152012
22.055,-0.149646
22.06,-0.14717
22.065,-0.144489
22.07,-0.141889
22.075,-0.139614
22.08,-0.137488
22.085,-0.135345
22.09,-0.133374
22.095,-0.132072
22.1,-0.131384
22.105,-0.130939
22.11,-0.130717
22.115,-0.131094
22.12,-0.1322
22.125,-0.133937
22.13,-0.136219
22.135,-0.138995
22.14,-0.142075
22.145,-0.144971
22.15,-0.147471
22.155,-0.149637
22.16,-0.151488
22.165,-0.153163
22.17,-0.154893
22.175,-0.156692
22.18,-0.158277
22.185,-0.159489
22.19,-0.160166
22.195,-0.160104
22.2,-0.159379
22.205,-0.158455
22.21,-0.157333
22.215,-0.155265
22.22,-0.151977
22.225,-0.148355
22.23,-0.145253
22.235,-0.142488
22.24,-0.139268
22.245,-0.135363
22.25,-0.131424
22.255,-0.128124
22.26,-0.125513
22.265,-0.12289
22.27,-0.119689
22.275,-0.116169
22.28,-0.112565
22.285,-0.108587
22.29,-0.103876
22.295,-0.0986349
22.3,-0.0934201
22.305,-0.0886472
22.31,-0.0842302
22.315,-0.0798835
22.32,-0.0753931
22.325,-0.0706263
22.33,-0.0655466
22.335,-0.0606013
22.34,-0.0561228
22.345,-0.051791
22.35,-0.0473776
22.355,-0.0430822
22.36,-0.0387875
22.365,-0.0340892
22.37,-0.0291923
22.375,-0.0247642
22.38,-0.0210214
22.385,-0.0177475
22.39,-0.0148643
22.395,-0.0121382
22.4,-0.0087491
22.405,-0.00368544
22.41,0.00333113
22.415,0.011485
22.42,0.0194944
22.425,0.0265511
22.43,0.0328318
22.435,0.0388693
22.44,0.0448892
22.445,0.0508189
22.45,0.0566391
22.455,0.0625114
22.46,0.0686569
22.465,0.0750148
22.47,0.0808354
22.475,0.0852876
22.48,0.0883376
22.485,0.0903522
22.49,0.0917486
22.495,0.0927029
22.5,0.0930568
22.505,0.092768
22.51,0.0918048
22.515,0.0899511
22.52,0.08704
22.525,0.083329
22.53,0.0791832
22.535,0.0747281
22.54,0.0697203
22.545,0.0641227
22.55,0.0581194
22.555,0.0520397
22.56,0.0462382
22.565,0.041131
22.57,0.0368196
22.575,0.0325721
22.58,0.0276591
22.585,0.0221774
22.59,0.0167078
22.595,0.0117282
22.6,0.00740702
22.605,0.00393417
22.61,0.00122665
22.615,-9.32663E-4
22.62,-0.00230796
22.625,-0.00248191
22.63,-0.00163458
22.635,-4.12728E-4
22.64,0.00126735
22.645,0.00404652
22.65,0.00796119
22.655,0.012237
22.66,0.0160992
22.665,0.0195594
22.67,0.02279
22.675,0.0260023
22.68,0.029711
22.685,0.0335204
22.69,0.0363921
22.695,0.0380995
22.7,0.0395691
22.705,0.04122
22.71,0.0421328
22.715,0.0416098
22.72,0.0404424
22.725,0.0395844
22.73,0.0389214
22.735,0.0377598
22.74,0.0359894
22.745,0.0341025
22.75,0.0322688
22.755,0.0301178
22.76,0.0276085
22.765,0.0252449
22.77,0.0234599
22.775,0.0224429
22.78,0.0222034
22.785,0.0227626
22.79,0.02405
22.795,0.0258494
22.8,0.0277851
22.805,0.0292732
22.81,0.0299268
22.815,0.0301364
22.82,0.0304996
22.825,0.0313542
22.83,0.0328587
22.835,0.0346455
22.84,0.0361074
22.845,0.0370667
22.85,0.0377738
22.855,0.0383923
22.86,0.0389665
22.865,0.0394243
22.87,0.0397444
22.875,0.0400515
22.88,0.0403244
22.885,0.0402728
22.89,0.0396176
22.895,0.0385142
22.9,0.0372937
22.905,0.0360335
22.91,0.0347035
22.915,0.0330917
22.92,0.0310408
22.925,0.028856
22.93,0.0266531
22.935,0.0240485
22.94,0.0207338
22.945,0.0170685
22.95,0.0142651
22.955,0.0133066
22.96,0.0121978
22.965,0.00735594
22.97,4.44947E-5
22.975,-0.00454279
22.98,-0.00567015
22.985,-0.00816141
22.99,-0.0143392
22.995,-0.0209451
23.0,-0.025087
23.005,-0.0280286
23.01,-0.0319968
23.015,-0.0366635
23.02,-0.0403049
23.025,-0.042334
23.03,-0.0434099
23.035,-0.0439343
23.04,-0.0433841
23.045,-0.0408401
23.05,-0.0360291
23.055,-0.0293708
23.06,-0.0215999
23.065,-0.0133717
23.07,-0.00537855
23.075,0.00196194
23.08,0.00871264
23.085,0.0150835
23.09,0.0210775
23.095,0.0263714
23.1,0.0306471
23.105,0.0336516
23.11,0.035438
23.115,0.036285
23.12,0.0364698
23.125,0.0358379
23.13,0.0341212
23.135,0.031378
23.14,0.0277914
23.145,0.0234987
23.15,0.0189039
23.155,0.0146971
23.16,0.0112823
23.165,0.00860709
23.17,0.00651566
23.175,0.00483466
23.18,0.00358609
23.185,0.00268767
23.19,0.00190855
23.195,0.00125573
23.2,8.78235E-4
23.205,8.11973E-4
23.21,8.77476E-4
23.215,7.9809E-4
23.22,6.36768E-4
23.225,6.53152E-4
23.23,6.21904E-4
23.235,1.86248E-5
23.24,-0.0011145
23.245,-0.00211562
23.25,-0.00255832
23.255,-0.00265507
23.26,-0.00260807
23.265,-0.00228964
