# Time Series: Nisqually 2001 - UNR-058
# Time (s),Acceleration (g's)
87.82,-0.006649253312803046
87.83,-0.006558722907414867
87.84,-0.00725291511372385
87.85,-0.007096164337464884
87.86,-0.006728342502281615
87.87,-0.007137615801522436
87.88,-0.007007540801394972
87.89,-0.006317641600342625
87.9,-0.006398158392519362
87.91,-0.0063571759979197786
87.92,-0.005430947367347667
87.93,-0.005146507726899604
87.94,-0.00524274854308046
87.95,-0.004431350155251794
87.96,-0.003550376530211642
87.97,-0.003774306210581595
87.98,-0.00344603916729974
87.99,-0.002077182320160299
88.0,-0.002077182320160299
88.01,-0.0020300102481479406
88.02,-0.0011004369483972609
88.03,-7.845533388058102E-4
88.04,-8.360102583451025E-4
88.05,-3.867120780286846E-4
88.06,4.5852049374659035E-4
88.07,2.8985535325518904E-4
88.08,4.7948381965299056E-4
88.09,0.0013418649589819153
88.1,0.0013747406096883236
88.11,0.001596304548444168
88.12,0.0023490998455129937
88.13,0.002844141475427388
88.14,0.002844141475427388
88.15,0.0033787175029189377
88.16,0.004314949549540362
88.17,0.004241580968016601
88.18,0.0044540796296390715
88.19,0.005334573988059123
88.2,0.005379359924133114
88.21,0.005329811913344516
88.22,0.0058286570847333186
88.23,0.006240306322750379
88.24,0.006046866157148465
88.25,0.006259854282553165
88.26,0.006616234901826822
88.27,0.006137875829156745
88.28,0.006309881559961862
88.29,0.006469008274997069
88.3,0.006123579407850795
88.31,0.0059506253409676085
88.32,0.006011614567665819
88.33,0.005995890543661698
88.34,0.00552133501246603
88.35,0.005827229482035149
88.36,0.00593300464480735
88.37,0.00527882610269562
88.38,0.005380787526831282
88.39,0.0056919131405729784
88.4,0.005241188377274605
88.41,0.0049324387023091465
88.42,0.005366970372145432
88.43,0.004981517643639775
88.44,0.004343073322694294
88.45,0.00456366853104781
88.46,0.004393090402940862
88.47,0.003769411572759301
88.48,0.003459723758877904
88.49,0.0034549514870011676
88.5,0.0029032238328073295
88.51,0.00233956549892165
88.52,0.002540633141796638
88.53,0.002043694839726104
88.54,0.0011431936492074255
88.55,0.0011369937746325198
88.56,0.0011031595906859121
88.57,3.384529885332912E-4
88.58,-4.4617275012364054E-5
88.59,2.569786828325677E-4
88.6,-1.6944828254296826E-4
88.61,-8.769855149311946E-4
88.62,-6.17316820728791E-4
88.63,-7.483432160829641E-4
88.64,-0.0014148970341553945
88.65,-0.0013834591833092851
88.66,-0.0015197238608495255
88.67,-0.002200098912472659
88.68,-0.002432614603355886
88.69,-0.0024292801313394482
88.7,-0.003046290017488133
88.71,-0.0035889727888728565
88.72,-0.003771930271805356
88.73,-0.004230282512376805
88.74,-0.004762013531634146
88.75,-0.004921619513289451
88.76,-0.005070273742817374
88.77,-0.005787338183783453
88.78,-0.006153742613430682
88.79,-0.006061295141562103
88.8,-0.00659873657161212
88.81,-0.007098550473403251
88.82,-0.007034226774688604
88.83,-0.007294845844401503
88.84,-0.007632647234274701
88.85,-0.007621695482147318
88.86,-0.007643609183564214
88.87,-0.007825139063798545
88.88,-0.007881835285240118
88.89,-0.007784635935819062
88.9,-0.008049078941330627
88.91,-0.008158188576119267
88.92,-0.007998572397301831
88.93,-0.007928059021174407
88.94,-0.008100533821437493
88.95,-0.00805861328792197
88.96,-0.0076883951196382045
88.97,-0.00790662458637761
88.98,-0.00774032926636517
88.99,-0.007258156455058557
89.0,-0.007215277388302835
89.01,-0.007201460233616984
89.02,-0.006753121606256979
89.03,-0.006252838635007877
89.04,-0.006321445141817032
89.05,-0.005816879362473423
89.06,-0.005159845614965355
89.07,-0.005081714958726986
89.08,-0.004692917561042761
89.09,-0.003925825842667986
89.1,-0.003635665594265116
89.11,-0.003203999326987299
89.12,-0.002359715091290094
89.13,-0.00222821248846446
89.14,-0.0017236467091208516
89.15,-9.355896254072491E-4
89.16,-6.11599271922624E-4
89.17,-2.585459866519148E-4
89.18,2.3363329985265097E-4
89.19,9.692810490840399E-4
89.2,0.0011212697506284002
89.21,0.001355692310829896
89.22,0.0023019277735006347
89.23,0.0023081174509134105
89.24,0.0022466591547572307
